lat,long,timestamp,xaxis,yaxis,zaxis
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.1684951782226562
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.114656448364258
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.0961122512817383
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124144,0,0,2.114656448364258
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.114656448364258
12.9724881,79.1619404,10042023124141,0,0,2.6596221923828125
12.9724881,79.1619404,10042023124141,0,0,2.787637710571289
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124141,0,0,2.6596221923828125
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124151,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.114656448364258
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124141,0,0,2.114656448364258
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124139,0,0,2.114657402038574
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.114656448364258
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124145,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124140,0,0,2.082951545715332
12.9724881,79.1619404,10042023124142,0,0,2.114656448364258
12.9724881,79.1619404,10042023124143,0,0,2.114656448364258
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124146,0,0,2.070389747619629
12.9724881,79.1619404,10042023124140,0,0,2.086541175842285
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124141,0,0,2.082951545715332
12.9724881,79.1619404,10042023124147,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124149,0,0,2.070389747619629
12.9724881,79.1619404,10042023124148,0,0,2.070389747619629
12.9724881,79.1619404,10042023124140,0,0,2.114657402038574
12.9724881,79.1619404,10042023124150,0,0,2.070389747619629
12.9724881,79.1619404,10042023124144,0,0,2.070389747619629
