lat,long,timestamp,xaxis,yaxis,zaxis
12.9729062,79.1639585,10042023124336,0,0,2.4664011001586914
12.9728567,79.1645534,05042023025344,0,0,2.494816780090332
12.9729062,79.1639585,10042023124338,0,0,2.1302108764648438
12.9728567,79.1645534,05042023025334,0,0,3.2404794692993164
12.9728567,79.1645534,05042023025344,0,0,2.494816780090332
12.9729062,79.1639585,10042023124341,0,0,2.0506486892700195
12.9728567,79.1645534,05042023025338,0,0,2.084148406982422
12.9729062,79.1639585,10042023124334,0,0,2.1475582122802734
12.9728567,79.1645534,05042023025348,0,0,2.485245704650879
12.9729062,79.1639585,10042023124333,0,0,2.1475582122802734
12.9728567,79.1645534,05042023025349,0,0,3.083451271057129
12.9729062,79.1639585,10042023124345,0,0,2.04227352142334
12.9728567,79.1645534,05042023025345,0,0,3.3601207733154297
12.9728567,79.1645534,05042023025354,0,0,2.3844475746154785
12.9728567,79.1645534,05042023025355,0,0,2.68026065826416
12.9728567,79.1645534,05042023025348,0,0,3.083451271057129
12.9729062,79.1639585,10042023124333,0,0,2.1475582122802734
12.9728567,79.1645534,05042023025338,0,0,2.003988265991211
12.9729062,79.1639585,10042023124330,0,0,2.1475582122802734
12.9729062,79.1639585,10042023124333,0,0,2.1475582122802734
12.9729062,79.1639585,10042023124336,0,0,2.4664011001586914
12.9729062,79.1639585,10042023124339,0,0,2.1302108764648438
12.9728567,79.1645534,05042023025359,0,0,2.0288143157958984
12.9728567,79.1645534,05042023025345,0,0,3.3601207733154297
12.9728567,79.1645534,05042023025344,0,0,2.080559730529785
12.9728567,79.1645534,05042023025341,0,0,2.0243282318115234
12.9729062,79.1639585,10042023124328,0,0,2.296511650085449
12.9729062,79.1639585,10042023124337,0,0,2.4664011001586914
12.9729062,79.1639585,10042023124343,0,0,4.110869407653809
12.9728567,79.1645534,05042023025353,0,0,3.1304101943969727
12.9728567,79.1645534,05042023025353,0,0,3.1304101943969727
12.9729062,79.1639585,10042023124330,0,0,2.1475582122802734
12.9729062,79.1639585,10042023124344,0,0,5.562714576721191
12.9729062,79.1639585,10042023124343,0,0,2.372483253479004
12.9728567,79.1645534,05042023025332,0,0,3.6260242462158203
12.9728567,79.1645534,05042023025400,0,0,2.0288143157958984
12.9729062,79.1639585,10042023124340,0,0,2.0506486892700195
12.9729062,79.1639585,10042023124336,0,0,2.4664011001586914
12.9728567,79.1645534,05042023025350,0,0,2.684746742248535
12.9728567,79.1645534,05042023025345,0,0,3.3601207733154297
12.9728567,79.1645534,05042023025341,0,0,2.3727827072143555
12.9728567,79.1645534,05042023025339,0,0,3.367300033569336
12.9728567,79.1645534,05042023025344,0,0,2.3784656524658203
12.9728567,79.1645534,05042023025335,0,0,2.1667003631591797
12.9728567,79.1645534,05042023025343,0,0,2.128416061401367
12.9728567,79.1645534,05042023025401,0,0,2.3150558471679688
12.9728567,79.1645534,05042023025402,0,0,2.724527359008789
12.9728567,79.1645534,05042023025359,0,0,2.911168098449707
12.9728567,79.1645534,05042023025358,0,0,2.234896659851074
12.9728567,79.1645534,05042023025335,0,0,2.3548364639282227
12.9729062,79.1639585,10042023124337,0,0,2.4664011001586914
12.9728567,79.1645534,05042023025339,0,0,2.2133607864379883
12.9728567,79.1645534,05042023025342,0,0,2.3605194091796875
12.9728567,79.1645534,05042023025355,0,0,3.103790283203125
12.9728567,79.1645534,05042023025336,0,0,2.201396942138672
12.9729062,79.1639585,10042023124339,0,0,2.300699234008789
12.9728567,79.1645534,05042023025346,0,0,2.744866371154785
