lat,long,timestamp,xaxis,yaxis,zaxis
12.9696231,79.1580137,10042023124001,0,0,2.492124557495117
12.9696231,79.1580137,10042023123943,0,0,2.053640365600586
12.9696231,79.1580137,10042023124004,0,0,2.961117744445801
12.9696231,79.1580137,10042023123944,0,0,2.053640365600586
12.9696231,79.1580137,10042023123936,2.232503652572632,0,2.0787649154663086
12.9696231,79.1580137,10042023123953,0,0,2.050050735473633
12.9696231,79.1580137,10042023123953,0,0,2.9030919075012207
12.9696231,79.1580137,10042023124001,0,0,2.4807586669921875
12.9696231,79.1580137,10042023124002,0,0,2.4807586669921875
12.9696231,79.1580137,10042023123956,0,0,3.424727439880371
12.9696231,79.1580137,10042023123957,0,0,2.4358930587768555
12.9696231,79.1580137,10042023123951,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123943,0,0,2.053640365600586
12.9696231,79.1580137,10042023124006,0,0,2.961117744445801
12.9696231,79.1580137,10042023124006,0,0,2.961117744445801
12.9696231,79.1580137,10042023124000,0,0,2.0919246673583984
12.9696231,79.1580137,10042023123939,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123954,0,0,2.050050735473633
12.9696231,79.1580137,10042023123943,0,0,2.053640365600586
12.9696231,79.1580137,10042023123949,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123947,0,0,2.053640365600586
12.9696231,79.1580137,10042023123934,0,0,2.4729819297790527
12.9696231,79.1580137,10042023123946,0,0,2.053640365600586
12.9696231,79.1580137,10042023123933,0,0,2.4729819297790527
12.9696231,79.1580137,10042023123938,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123941,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123942,0,0,2.053640365600586
12.9696231,79.1580137,10042023123952,0,0,4.039085388183594
12.9696231,79.1580137,10042023123950,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123941,0,0,2.2229318618774414
12.9696231,79.1580137,10042023124004,0,0,2.961117744445801
12.9696231,79.1580137,10042023123955,0,0,3.424727439880371
12.9696231,79.1580137,10042023123951,0,0,2.6536407470703125
12.9696231,79.1580137,10042023124005,0,0,2.961117744445801
12.9696231,79.1580137,10042023123948,0,0,2.6536407470703125
12.9696231,79.1580137,10042023124001,0,0,2.6733808517456055
12.9696231,79.1580137,10042023123952,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123933,0,0,2.4729819297790527
12.9696231,79.1580137,10042023123958,0,0,2.4358930587768555
12.9696231,79.1580137,10042023123937,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123943,0,0,2.053640365600586
12.9696231,79.1580137,10042023123948,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123956,0,0,4.2209391593933105
12.9696231,79.1580137,10042023123954,0,0,2.050050735473633
12.9696231,79.1580137,10042023123954,0,0,2.050050735473633
12.9696231,79.1580137,10042023123940,0,0,2.2229318618774414
12.9696231,79.1580137,10042023124006,0,0,2.961117744445801
12.9696231,79.1580137,10042023123943,0,0,2.053640365600586
12.9696231,79.1580137,10042023123958,0,0,2.4358930587768555
12.9696231,79.1580137,10042023123942,0,0,2.053640365600586
12.9696231,79.1580137,10042023123938,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123940,0,0,2.2229318618774414
12.9696231,79.1580137,10042023124002,0,0,2.4807586669921875
12.9696231,79.1580137,10042023123942,0,0,5.539384365081787
12.9696231,79.1580137,10042023124005,0,0,2.961117744445801
12.9696231,79.1580137,10042023123950,0,0,2.6536407470703125
12.9696231,79.1580137,10042023123941,0,0,2.2229318618774414
12.9696231,79.1580137,10042023124002,0,0,2.4807586669921875
12.9696231,79.1580137,10042023123956,0,0,2.3150558471679688
12.9696231,79.1580137,10042023123940,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123955,0,0,3.424727439880371
12.9696231,79.1580137,10042023123942,0,0,4.931009769439697
12.9696231,79.1580137,10042023123950,0,0,2.6536407470703125
12.9696231,79.1580137,10042023124001,0,0,2.492124557495117
12.9696231,79.1580137,10042023123949,0,0,2.6536407470703125
12.9696231,79.1580137,10042023124000,0,0,2.492124557495117
12.9696231,79.1580137,10042023123941,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123938,0,0,2.2229318618774414
12.9696231,79.1580137,10042023123941,0,0,2.2229318618774414
12.9696231,79.1580137,10042023124007,0,0,2.961117744445801
12.9696231,79.1580137,10042023123954,0,0,2.050050735473633
12.9696231,79.1580137,10042023124000,0,0,2.492124557495117
